,AGEGROUP,SEX,INDUSTRY,xo_c,yo_c,xd_c,yd_c,indexes,dest_sa,orig_sa,0,1,2,3,4,5,6,distance,cum_dist
25,13,female,construction,153.26343339118537,-27.56543646974914,153.02048563859077,-27.58276503098483,4820,30101100141,30402109007,30402109007,30101100141,30101100306,30301105129,30401108105,0,0,0.2849142957425157,0.6066783943568367
26,12,female,health,153.0103203083379,-27.46626962381425,153.2108590626412,-27.363308047181743,2151,30403109411,30103102107,30103102107,30403109615,30404109801,30403109411,30102101213,30306107918,0,0.1817612325748756,0.794607553758516
27,7,male,other,153.01993083360048,-27.52346348569708,153.20759384297045,-27.4568424304969,4146,30501111107,30101100430,30101100430,30103101504,30501111107,0,0,0,0,0.21294314689064325,0.2673713391826311
28,11,female,health,153.26315252563637,-27.474128936497877,153.08591921010898,-27.52815376985884,6297,30403109406,30403109430,30403109430,30403109406,0,0,0,0,0,0.022330488239253855,0.022330488239253855
29,9,male,health,153.0260531052891,-27.492091116394636,153.01866028518262,-27.48365992034573,967,30101100318,30101100127,30101100127,30101100318,0,0,0,0,0,0.01807568924328489,0.01807568924328489
30,14,male,publicAdmin,153.2607298646313,-27.471461570586925,153.2161989614287,-27.466777444119963,4901,30103101709,30503112614,30503112614,30103101709,30404110005,0,0,0,0,0.07943242352081148,0.23202631652515146
31,11,male,transport,153.19545009494112,-27.566886985402512,153.04120298760617,-27.454998364623886,908,30503113104,30102101234,30102101234,30303106511,30501110519,30101100407,30503113104,0,0,0.2680230672970878,0.6453820117181286
32,5,female,financial,152.9095254853388,-27.468603021517723,153.2258747817656,-27.55315189574005,3423,30103102031,30502111310,30502111310,30103102031,30501110531,0,0,0,0,0.10886173630820717,0.2620106607195226
33,13,male,education,153.173504791303,-27.55801480585658,153.25678217789263,-27.543060432632696,5777,30501111112,30101100101,30101100101,30303106023,30501111112,0,0,0,0,0.2223319805102378,0.2853686048976348
34,5,male,health,153.07098811826043,-27.49063172141937,153.2627455956925,-27.332360457316867,4680,30102101309,30304107016,30304107016,30102101309,0,0,0,0,0,0.27925817357739713,0.27925817357739713
35,14,female,transport,153.0523384084289,-27.53656624256199,153.12549313474193,-27.34247579899485,5440,30101100429,30202102728,30202102728,30101100429,30303106505,0,0,0,0,0.24591102424449968,0.36061758667390015
36,9,female,other,153.19545009494112,-27.385422055259557,152.99790279233304,-27.587999203520965,3398,30102101302,30501111001,30501111001,30101100408,30102101302,30101100403,30102100713,30101100327,0,0.2775265008240917,0.4974653677607213
37,11,female,health,153.04458876897212,-27.519683382272454,153.3046571980982,-27.54448099026248,1808,30401108105,30101100115,30101100115,30401108105,30101100120,30503112614,0,0,0,0.28390243471273396,0.7605882523343964
38,7,male,admin,153.0222418095418,-27.583669039687575,153.2235665873598,-27.363308047181743,263,30103101622,30501110536,30501110536,30103101622,0,0,0,0,0,0.14942739956400952,0.14942739956400952
39,11,female,education,153.00697452934526,-27.5481933570672,153.0320113895781,-27.523934943647504,719,30302105815,30404110303,30404110303,30302105815,0,0,0,0,0,0.09972395476769352,0.09972395476769352
40,6,female,transport,153.16887062893895,-27.5290285984082,153.02593523546932,-27.512043414584337,6383,30102100929,30403109210,30403109210,30203103603,30102100929,30403109615,0,0,0,0.3284491172128979,0.7628154462880414
41,5,male,construction,153.1175101692263,-27.486531555900555,153.04764547437142,-27.56506614856669,5537,30303106110,30402108629,30402108629,30403109311,30501110541,30303106110,30303106324,0,0,0.18711945874986233,0.31590536396835767
42,5,male,publicAdmin,153.02898388215618,-27.3787731752922,153.0214470620185,-27.353715960169865,5614,30204104302,30504113609,30504113609,30401108419,30204104302,0,0,0,0,0.1356038774350441,0.3306949128321976
43,8,female,arts,152.88761224118994,-27.47353784049527,153.0347515975058,-27.571800597124188,403,30101100328,30201102414,30201102414,30204104522,30501111112,30101100328,0,0,0,0.24809873854133588,0.33406215551999713
44,13,male,professional,153.0259205040702,-27.39441862316109,153.19693770479228,-27.57559031028634,417,30306108038,30404110116,30404110116,30306108038,30303106106,30201102416,30501111104,0,0,0.21751484954418276,0.5945465809728925
45,9,female,health,153.02734085703267,-27.444357766680355,153.04149898152033,-27.48365992034573,5797,30404110119,30301105124,30301105124,30102100804,30501110534,30404110119,0,0,0,0.17121298583803965,0.44840863466561454
46,11,female,arts,153.0602990072444,-27.39041515909629,153.07870348468555,-27.496915434067404,3293,30101100447,30204104104,30204104104,30101100447,30501111014,0,0,0,0,0.28343315452893897,0.49259594088293224
47,10,female,education,153.18597936346077,-27.48851949684456,153.00800732065412,-27.545338260661453,2016,30102101232,30501111030,30501111030,30102101232,0,0,0,0,0,0.2653119349910497,0.2653119349910497
48,9,male,admin,153.1250140135016,-27.524709792144,153.00601984956973,-27.56858148759736,5175,30304107008,30302105224,30302105224,30304107008,0,0,0,0,0,0.040821577790522555,0.040821577790522555
49,14,female,construction,153.0917705050674,-27.342925393003423,153.20812314968487,-27.55952200971296,1030,30102101325,30504113210,30504113210,30101100442,30102101325,30501110518,30102101211,30102101219,0,0.3422101541833615,0.9130870824543359
50,6,male,construction,153.0589115731209,-27.39197743128345,152.9765915230159,-27.512049379045628,4447,30103102031,30503112614,30503112614,30103102031,30501110531,30501111032,30503112501,0,0,0.14774314427981666,0.3815429703524328
51,8,male,admin,153.0222418095418,-27.567200662443497,152.99955730014602,-27.53425735999111,3979,30103101818,30302105803,30302105803,30503112614,30103101818,0,0,0,0,0.1000437009947181,0.15152736616627033
52,9,female,retail,153.0038215044725,-27.52091176775262,153.2137462399183,-27.48667895752592,4743,30102101221,30503111909,30503111909,30502111402,30102100813,30102101221,0,0,0,0.2604004010159011,0.27855852841042744
53,7,male,health,153.02734085703267,-27.54034292582189,153.20518008143597,-27.486700789786987,4294,30501111204,30101100314,30101100314,30501111204,30102101305,30103101602,0,0,0,0.21015401423358243,0.6732282061591873
54,10,male,health,153.173504791303,-27.49680182685734,153.07566450590167,-27.541107096880275,1046,30101100116,30501111114,30501111114,30204104226,30101100116,30504113526,0,0,0,0.20718310594509975,0.674879452607653
55,9,male,construction,153.1019939040646,-27.34517593523942,153.0261172460428,-27.42393595061009,3634,30204104222,30403109407,30403109407,30204104509,30501110508,30204104222,0,0,0,0.20565549204403688,0.45482395321132346
56,6,male,health,153.1711044737999,-27.46651151267272,153.01358212145018,-27.45152840890154,605,30101100111,30403109311,30403109311,30101100111,0,0,0,0,0,0.24632432386304734,0.24632432386304734
57,11,male,other,153.19545009494112,-27.376731261852974,153.05409896582623,-27.54448099026248,316,30101100616,30503112833,30503112833,30304106711,30101100616,0,0,0,0,0.20574176653522322,0.30294084172829866
58,10,male,education,153.0509555901496,-27.57719459028039,153.21350186718,-27.5505072936466,2858,30303106505,30101100329,30101100329,30102100803,0,30303106505,0,0,0,0.1498810142438437,155.59260628887506
59,13,male,other,153.0289789543025,-27.47551968883366,153.21263741421288,-27.445027441077563,6246,30201102417,30305107631,30305107631,30302105815,30201102417,30401108401,0,0,0,0.21965084569524668,0.43065215295194115
60,11,male,health,153.01279149084348,-27.38380455064315,152.94883975728808,-27.4311434439046,2844,30501111205,30305107625,30305107625,30501111205,30304106801,0,0,0,0,0.10656720017930064,0.16580705609502128
61,13,female,admin,153.2179044163332,-27.38414420884036,153.06858305297436,-27.49526072376384,6017,30103102014,30502111412,30502111412,30103102014,30303106513,30504113510,0,0,0,0.10371567826545215,0.36284851207662305
62,7,male,professional,153.02899011871776,-27.456849158116523,153.28747247452768,-27.39155510171163,5165,30101100328,30202103415,30202103415,30101100328,30204104611,30103101605,30502111308,0,0,0.20677227165282563,0.7205821994796012
63,9,female,health,153.0454574557305,-27.47005813514945,152.98636535087513,-27.47965895844633,5514,30101100607,30303106015,30303106015,30501111233,30302105802,30101100607,0,0,0,0.18098345855670353,0.36688358144304073
64,12,female,financial,153.0363690499815,-27.558216555703986,153.0632863015297,-27.54515593190272,5706,30503112905,30101100504,30101100504,30503112905,30503111912,0,0,0,0,0.2030778944298661,0.23752469396294995
65,10,female,health,153.06746319809932,-27.44940424172044,153.376655444534,-27.4311434439046,304,30304106912,30503111909,30503111909,30304106912,30504113309,0,0,0,0,0.13250082236578628,0.23753291129854986
66,7,male,accom,153.25882344368324,-27.47605624869132,153.029857261137,-27.588292967129625,3715,30102101305,30202102913,30202102913,30204104401,30102101305,0,0,0,0,0.33605825647259835,0.4211045040443111
67,5,male,admin,152.98865393466642,-27.49131905130564,153.20633816048957,-27.47289743630376,1,30501110536,30101100124,30101100124,30101100421,30501110536,0,0,0,0,0.20033982304121978,0.21231836195587248
68,9,female,wholesale,153.03748508766978,-27.54529083354923,153.20869631001082,-27.58574413478511,1908,30501110531,30404110107,30404110107,30501110531,30504113309,0,0,0,0,0.08785797489061278,0.1131430915935834
69,5,female,publicAdmin,153.02734085703267,-27.56310837996042,153.06757161681085,-27.48684847706545,2809,30403109715,30202103005,30202103005,30403109715,30503112614,0,0,0,0,0.12964339851052661,0.19498230306277953
70,11,female,it,153.2318859716151,-27.48728073129205,152.9400947498053,-27.5347169045486,40,30101100411,30501111105,30501111105,30101100411,30301105124,0,0,0,0,0.1847675879135363,0.2764809672948315
71,14,male,mining,152.98126563105774,-27.387590261531315,153.26350933812316,-27.52892244117193,4998,30102100710,30101100134,30101100134,30102100710,30101100420,0,0,0,0,0.05822594363512087,0.13855480207353862
72,12,female,health,153.02075499626142,-27.521873088561403,153.29489905678852,-27.38204793885592,4963,30201102317,30304106712,30304106712,30201102317,0,0,0,0,0,0.21605813182855907,0.21605813182855907
73,5,female,manufacturing,153.07959510486145,-27.45050877242872,153.0327825513665,-27.346838701343263,2714,30101100325,30306107901,30306107901,30101100120,30303106332,30101100325,30102101107,0,0,0.18295596612399206,0.5043340185200644
74,7,female,other,152.99189207242318,-27.517838798568576,153.18857237975877,-27.41266051378508,5853,30301105135,30501111014,30501111014,30501110531,30301105135,0,0,0,0,0.10240891109081578,0.10969163515667113
75,11,male,accom,153.0123884698432,-27.560611578802742,153.06333341467572,-27.37632096061324,2220,30102101314,30502111731,30502111731,30204104405,30202103411,30401108420,30402109001,30102101314,0,0.2699827229112748,0.807783613546093
76,10,male,arts,153.26315252563637,-27.443823647581787,152.97962284750608,-27.56137897398744,210,30103101709,30503112614,30503112614,30103101709,0,0,0,0,0,0.07943242352081148,0.07943242352081148
77,9,male,other,153.0151145476582,-27.526512229088677,153.278230613862,-27.38464491965326,898,30501110931,30203103603,30203103603,30501110931,0,0,0,0,0,0.1038012015193794,0.1038012015193794
78,13,female,professional,153.0178087763124,-27.544917234492665,153.21150160956995,-27.511949939195823,5352,30302105812,30103101510,30103101510,30503113111,30302105812,30303106201,30103101701,0,0,0.15729119658217325,0.3853749344305933
79,12,female,professional,153.0222418095418,-27.493476434361835,153.2038541512251,-27.48365992034573,1051,30102100812,30501110519,30501110519,30304106712,30102100812,30403109402,0,0,0,0.2332897372064995,0.6267191976826889
80,9,female,retail,153.19545009494112,-27.557390778807104,153.07549256276343,-27.524331471797804,5559,30401108205,30102101333,30102101333,30501110513,30401108205,30306107711,30503112414,0,0,0.3684089897952572,0.7557923378887013
81,12,female,health,153.0602990072444,-27.39439887846117,153.16233840516296,-27.58604391556245,5809,30503112306,30102101212,30102101212,30102100940,30102101102,30503113111,30503112306,30302105910,0,0.2833520348888507,0.556245309787974
82,10,female,retail,153.25788030249134,-27.545394083008222,153.0274375460188,-27.50339647561168,1191,30102101214,0,0,30401108404,30304106701,30501110919,30102101214,0,0,155.71354100261857,155.8087127698069
83,7,female,education,153.00044452768023,-27.447794175497584,153.03284027618895,-27.45773673652225,5767,30101100408,30102100917,30102100917,30101100408,0,0,0,0,0,0.15987715319446735,0.15987715319446735
84,10,female,construction,153.0523384084289,-27.444736191106717,153.07731480799214,-27.53785641133561,4302,30402108634,30101100318,30101100318,30201102501,30402108634,0,0,0,0,0.3408851185225226,0.46049658786728287
85,6,female,other,153.04839453202416,-27.494311615095377,152.97173340792796,-27.463270196825544,3415,30101100127,30202103303,30202103303,30101100127,0,0,0,0,0,0.25356045390525195,0.25356045390525195
86,11,male,financial,153.24885640933798,-27.513544327156247,153.0236903371388,-27.627226858278323,5727,30302105928,30101100617,30101100617,30302105928,0,0,0,0,0,0.2302848490966101,0.2302848490966101
87,11,female,publicAdmin,153.02700190361122,-27.493282736065773,153.01828763034737,-27.472955450176904,2269,30101100442,30302105803,30302105803,30203103920,30202103423,30101100442,30504113419,0,0,0.16459765715230296,0.5801708627111801
88,8,male,mining,152.99603285392283,-27.51544970782618,153.01357035442072,-27.432137430721443,2246,30503112825,30101100505,30101100505,30503112825,30101100318,0,0,0,0,0.16723031935590488,0.3512225538847441
89,9,female,financial,152.942161631218,-27.56080753427475,153.20904000922587,-27.466341940371144,1270,30402108614,30503112108,30503112108,30402108614,30203104028,30501110536,30501111107,0,0,0.22266961833266852,0.56362823973312
90,13,male,admin,153.0602990072444,-27.460493914914835,153.19514727159805,-27.48684847706545,1292,30301104814,30101100442,30101100442,30301104814,30301105109,30102101324,0,0,0,0.12071080352517792,0.3728343082628703
91,12,female,manufacturing,153.04969357418346,-27.496185579263205,152.94847638024058,-27.389899011158068,3213,30403109715,30102100927,30102100927,30203103701,30403109715,0,0,0,0,0.3551482263538094,0.4207427903373423
92,10,male,education,153.02475967228162,-27.49565722680932,153.04546561625335,-27.3947945636155,2287,30101100607,30401108404,30401108404,30101100607,30503113101,30301105124,0,0,0,0.29202581505320513,0.6141465404749746
93,4,female,admin,153.0175787352023,-27.5588414141676,152.94525110651642,-27.30034642723117,520,30402109010,30301105127,30301105127,30503111913,30402109010,30101100437,30306107918,0,0,0.18013800961896279,0.6531986111462225
94,12,male,retail,153.08302414599285,-27.388741886186157,152.95052046571018,-27.62166042143541,6268,30501110908,30304106712,30304106712,30501110908,0,0,0,0,0,0.10339938713263203,0.10339938713263203
95,7,female,other,153.02734085703267,-27.53882566914166,152.98692738108585,-27.527819447279995,1258,30102100713,30302105217,30302105217,30302105906,30102100713,0,0,0,0,0.22164959936065282,0.24978371075233238
96,8,male,health,153.02767552831835,-27.469332525635146,152.98962407468525,-27.47220191509687,4461,30404110122,30101100437,30101100437,30303106513,30501110531,30404110122,0,0,0,0.25138110804024005,0.29204628501752783
97,8,male,other,153.19545009494112,-27.32217668281934,153.01850365216683,-27.54697894445041,1858,30102100933,30502111718,30502111718,30101100407,30102101310,30501110538,30102100933,30302105315,0,0.2803111656081712,1.1365960081440432
98,6,male,financial,153.24277696145936,-27.397124345346263,153.02234809119568,-27.524331471797804,374,30101100134,30402108716,30402108716,30203103603,30401108115,30504113724,30401108412,30101100134,0,0.3193566827121315,0.8840889751315681
99,14,female,admin,152.94879695147517,-27.47713178098844,153.07535347709558,-27.466341940371144,3737,30102101313,30503111911,30503111911,30204104416,30403109210,30102101313,30403109311,0,0,0.30026344538960714,1.0148136640635714
100,14,female,publicAdmin,153.1099600387647,-27.45260639203313,153.03557238399625,-27.460523067606424,1091,0,30305107419,30305107419,0,0,0,0,0,0,0.0,0.0
101,10,male,manufacturing,153.07212946092727,-27.470575660783204,153.02463681253053,-27.52926045031448,5339,30401108401,30101100616,30101100616,30401108401,0,0,0,0,0,0.27326304741071383,0.27326304741071383
102,10,male,utilities,153.0568762971145,-27.38741926214202,152.95808524042877,-27.414943468499573,2451,30101100336,30504113530,30504113530,30202102736,30401108412,30101100336,0,0,0,0.21290599504022162,0.5793290180705181
103,13,male,education,153.22327999128123,-27.397209730916817,153.0023890700617,-27.5110803660014,5596,30305107632,30101100602,30101100602,30305107632,30302105224,0,0,0,0,0.2367289102021083,0.2761579150905338
104,7,male,health,153.03012362440634,-27.44318341642181,153.01174255501763,-27.529569462475468,1271,30101100605,30501111105,30501111105,30403109426,30501110531,30302105803,30101100605,0,0,0.21393503527661553,0.3474702754267711
105,11,male,transport,152.9923690911327,-27.48913134159844,153.17795279678697,-27.45773673652225,4418,30101100417,30202103225,30202103225,30103102110,30302105218,30301104917,30303106222,30101100417,30302105910,0.24643600199207563,0.6917145203366732
106,8,male,mining,153.22503008749774,-27.492046013244984,153.06559315102797,-27.486321458235007,2427,30503112905,30102100728,30102100728,30503112905,30301104917,0,0,0,0,0.2682173006368043,0.3701299398240583
107,12,male,education,153.11249443082804,-27.49191998873525,153.217193319237,-27.47037639087788,2229,30504113719,30203103806,30203103806,30504113719,30504113228,0,0,0,0,0.11659302742949577,0.1530162497047624
108,12,female,education,153.1608778831794,-27.45654261082044,153.00076341768045,-27.53686230122544,5762,30401108111,30103101511,30103101511,30501111115,30401108111,0,0,0,0,0.2687062891103989,0.29272465481529164
109,6,female,health,153.0939956476817,-27.446766668076545,152.96883128400927,-27.45033544781302,6226,30101100101,30501111222,30501111222,30503112104,30101100101,30502111609,30303106601,0,0,0.23731418061024398,0.5703171475528412
110,11,male,health,153.0454574557305,-27.46940657339472,153.0607372978661,-27.591905441351443,2098,30101100612,30501111105,30501111105,30501110531,30101100612,30203103807,0,0,0,0.2189159475296204,0.4334111508818309
111,13,male,publicAdmin,153.2174694057602,-27.492055679628844,153.05164070751047,-27.47208816028127,4829,30302105509,30101100407,30101100407,30302105509,0,0,0,0,0,0.14889683306894602,0.14889683306894602
112,9,male,retail,153.03268799466525,-27.466815243457443,153.03131960781195,-27.373505085315777,6195,30203103701,30204104213,30204104213,30203103701,0,0,0,0,0,0.1336250025369992,0.1336250025369992
113,13,male,education,152.9631905458976,-27.450773995202184,153.00312717118106,-27.497155448946643,4324,30306107807,0,0,30501111109,30306107807,0,0,0,0,155.535483986818,155.6254178534283
114,11,female,admin,153.2179044163332,-27.555325039049745,153.07840252579166,-27.49526072376384,470,30402108634,30501111014,30501111014,30402108634,30501111213,0,0,0,0,0.16749236738538167,0.3168890563020579
115,9,male,other,153.07147249679053,-27.53343587395285,153.2195973984576,-27.564165946673064,2707,30401108401,30303106416,30303106416,30401108401,0,0,0,0,0,0.16216510366309683,0.16216510366309683
116,12,male,retail,153.21362874252566,-27.49243942320359,153.27570971130237,-27.43897946177022,6191,30102101248,30201102410,30201102410,30302105810,30303106325,30202102727,30102101248,0,0,0.3546065049008275,0.7115898379679877
117,11,female,mining,152.98126563105774,-27.557331389625823,153.28357597939538,-27.52892244117193,5890,30204104308,30504113309,30504113309,30204104308,30501111008,30501111112,0,0,0,0.15604152938532306,0.32519360467396696
118,5,male,education,153.14913485337206,-27.558692232603264,152.92664404148437,-27.454764698303407,20,30401108117,30101100606,30101100606,30504113715,30402108805,30401108117,0,0,0,0.29465536445468515,0.3207707785628727
119,8,female,manufacturing,153.00065843195983,-27.487701338993304,153.09305807634277,-27.47289743630376,3526,30401108205,30204104401,30204104401,30303106107,30404110414,30401108205,30204104523,0,0,0.26943851407909897,0.8311306201043618
120,11,male,health,152.91936225458113,-27.35056633545755,153.27137450119267,-27.54979591854363,4388,30503112619,30203103603,30203103603,30503111911,30503112619,0,0,0,0,0.12000307885180823,0.12012196799632688
121,11,male,construction,153.1019939040646,-27.492005624944326,153.0230896580223,-27.51950895051352,2205,30102101214,30303106324,30303106324,30303106617,30101100431,30102101214,30101100121,0,0,0.18563243965478593,0.23887200640804135
122,10,male,publicAdmin,153.0222418095418,-27.44899034670869,153.13760220312582,-27.53425735999111,4503,30504113715,30102101211,30102101211,30504113715,30102101211,0,0,0,0,0.28938829325702653,0.5787765865140531
123,10,male,it,152.92112689888023,-27.587196579727944,152.95721977194134,-27.54979591854363,1609,30102101324,30501111106,30501111106,30504113526,30102101324,0,0,0,0,0.29593279090748537,0.3226080874796704
124,8,female,transport,153.074803594793,-27.527106977581514,153.07163831122546,-27.513073476977688,4029,30101100416,30201102317,30201102317,30501110621,30101100416,30302105917,0,0,0,0.28837357406244624,0.5134722710163577
125,11,female,health,153.03268799466525,-27.446845643570136,153.21685593097908,-27.38818795697017,6159,30102101252,30402109110,30402109110,30102101252,30103101509,0,0,0,0,0.36534652027636894,0.49241065434014486
126,9,female,publicAdmin,153.2273055754701,-27.562825172682498,153.08429356187938,-27.49881445607022,2929,30202102821,30304106820,30304106820,30303106023,30202102821,0,0,0,0,0.15993327952174569,0.2923295857613506
127,11,female,professional,153.0008139981126,-27.56184597889377,153.28617332631634,-27.550501733303005,3381,30102100916,30202103225,30202103225,30102100916,0,0,0,0,0,0.3776513248987229,0.3776513248987229
128,14,female,retail,153.0222418095418,-27.390908581351194,153.2578740028973,-27.38719786655209,5629,30101100614,30302105802,30302105802,30101100329,30201102418,30101100614,30401108407,0,0,0.2015534040626984,1.0049803128485797
129,12,male,publicAdmin,153.0222418095418,-27.561697857527403,153.0048694277858,-27.351638407395328,1701,30103101401,30304106905,30304106905,30302105504,30504113602,30402108626,30103101401,0,0,0.20638045225281176,0.6148190631703301
130,9,female,health,153.26315252563637,-27.44006172689087,152.99659587410673,-27.57932668807299,1717,30102100903,30501110618,30501110618,30501110708,30101100124,30102100903,30501111105,0,0,0.310426157000109,0.6606372843604373
131,6,male,health,153.23945543920178,-27.44767397621771,153.2561322196332,-27.505464817504453,856,30302105206,30103101509,30103101509,30302105206,0,0,0,0,0,0.16273800264014956,0.16273800264014956
132,15,female,education,153.01993083360048,-27.46647578869436,153.04602881947298,-27.482815595392925,4671,30203103802,30303106334,30303106334,30203103802,0,0,0,0,0,0.14847024090472263,0.14847024090472263
133,8,male,education,153.11369044664625,-27.44967084904574,153.02204679006098,-27.508352962133824,1295,30102101302,30501110513,30501110513,30102101302,30102101107,30501111036,30504113419,0,0,0.2807573080431217,0.6113094591254231
134,13,female,health,153.06155598342025,-27.455943464438445,153.01999652863728,-27.3947945636155,2261,30102101303,30304106815,30304106815,30102101303,30501111102,30402108815,30302105709,30404110325,0,0.2536867864921567,0.8838269870923328
135,12,male,publicAdmin,153.0211493968913,-27.567488338615416,153.20420280675862,-27.35931738650461,3313,30305107625,30102100728,30102100728,30102101242,30305107625,0,0,0,0,0.23200050744252218,0.29735692643744777
136,6,female,education,153.1832421495856,-27.556615760483,153.0371762251388,-27.45716404536537,2817,30305107625,30102100738,30102100738,30101100618,30305107625,0,0,0,0,0.2333786855929267,0.25324497487086295
137,7,female,professional,153.2869069167113,-27.551981498660915,153.06735430819072,-27.627226858278323,3923,30303106320,30203103512,30203103512,30303106320,30302105901,0,0,0,0,0.1692438941742919,0.23021496709921688
138,8,male,financial,153.02312454838028,-27.582972549436413,153.00727921042912,-27.54697894445041,4506,30504113528,30501110541,30501110541,30504113528,30503112602,0,0,0,0,0.02655993461563179,0.04812693207922124
139,9,female,other,153.01392699260066,-27.554740371565288,153.08498705076704,-27.52892244117193,4545,30102100907,30301104816,30301104816,30102100907,30102101327,0,0,0,0,0.2515415749472576,0.26786410322013876
