,level_0,AGEGROUP,SEX,INDUSTRY,xo_c,yo_c,xd_c,yd_c,indexes,dest_sa,orig_sa,0,1,2,3,4,5,6,distance,cum_dist
35,35,6,male,health,153.02403414091822,-27.52937869091893,153.0623850017679,-27.485568452906072,1635,30102100728,30102100946,30102100946,30102100728,30102100946,0,0,0,0,0.12475503761936763,0.24951007523873525
36,36,12,male,health,153.0289789543025,-27.525491303545,153.1992757555146,-27.395691415163007,4074,30404109801,30404109801,30404109801,30404109801,30404109801,0,0,0,0,0.0,0.0
37,37,12,female,construction,153.02899011871776,-27.468805491902508,153.28384300930682,-27.468126938604804,11204,30101100102,30501111036,30501111036,30101100102,30305107419,30101100416,0,0,0,0.21787393373856193,0.6428736005909284
38,38,9,female,professional,153.09421047567923,-27.384138477735963,153.21207174031315,-27.53425735999111,8606,30101100318,30103101708,30103101708,30101100318,30103101708,0,0,0,0,0.12353872062997238,0.24707744125994477
39,39,5,female,accom,153.03558303804027,-27.44898617064872,153.21165211414277,-27.33430292274962,1303,30504113715,30403109418,30403109418,30504113708,30504113715,0,0,0,0,0.03150871646317658,0.0381377653151288
40,40,8,female,transport,153.29851946039804,-27.44740822048593,153.06166453636217,-27.394003493542613,8034,30102100812,30102100815,30102100815,30102100804,30102100815,30102100812,0,0,0,0.009214670211966345,0.025758509585257154
41,41,12,female,transport,152.98186162321747,-27.38808205129296,153.01949904295407,-27.53153745921193,1638,30501110803,30306107910,30306107910,30306107918,30501110803,0,0,0,0,0.10778103795079755,0.13586687689987126
42,42,7,male,professional,153.03063053354987,-27.46756023418172,153.02476433887963,-27.44679044232948,8953,30103101913,30101100311,30101100311,30101100314,30102100713,30101100314,30101100437,30102100713,30103101913,0.049280987583790105,0.2698705782605721
43,43,12,male,financial,153.04701247201024,-27.445946144030888,153.17684321979914,-27.60258676534434,2306,30102101305,30102101214,30102101214,30102101305,30102101214,0,0,0,0,0.038453486399381016,0.07690697279876203
44,44,10,female,other,153.22345799597412,-27.51840920979843,153.2058784415462,-27.519769249966995,11858,30202102826,30401108111,30401108111,30202102826,30403109423,0,0,0,0,0.18756744670235279,0.31491989510557916
45,45,10,male,retail,153.00882101971322,-27.552650277599795,153.2773276837324,-27.48667895752592,486,30102100804,30101100403,30101100403,30101100403,30101100103,30101100401,30102100804,0,0,0.06120318778819,0.1356054483302926
46,46,12,female,other,153.06570693529963,-27.52723836904464,153.03364904630416,-27.414943468499573,4638,30404110331,30501110536,30501110536,30404110301,30501110531,30501110531,30404110303,30404110303,30404110331,0.08682382224555883,0.2505225253827302
47,47,10,female,health,153.00860510291142,-27.48696768765912,153.06773578349643,-27.443414421514348,11982,30202102728,30201102604,30201102604,30202102728,0,0,0,0,0,0.03716438144590425,0.03716438144590425
48,48,11,male,health,153.06007727977533,-27.47247812017805,153.05448353503814,-27.56858148759736,6720,30101100401,30501110621,30501110621,30306108025,30101100401,30503112904,30404110118,0,0,0.18575263628405736,0.5612100633469118
49,49,8,female,education,153.01004554300565,-27.493655625313018,153.27991558330288,-27.452366453168857,10844,30103101601,30102101211,30102101211,30101100437,30103101601,0,0,0,0,0.14227437054048372,0.1473024730097271
50,50,11,male,utilities,152.99728602199568,-27.56453315690543,153.22774186316312,-27.53514666214608,1987,30102155117,30504113208,30504113208,30504113208,30404109812,30504113208,30504113208,30102155117,0,0.4286491814591771,0.4708160568379949
51,51,5,male,transport,153.0222418095418,-27.56036452850165,153.03014419632072,-27.394003493542613,9114,30101100418,30203103603,30203103603,30101100418,0,0,0,0,0,0.1667051784600745,0.1667051784600745
52,52,12,male,education,153.0133569270085,-27.581227432500278,153.01858467642933,-27.47965895844633,12614,30503112810,30403109613,30403109613,30501110601,30503112810,0,0,0,0,0.07632969525893152,0.07815095542350906
53,53,6,female,publicAdmin,153.02899011871776,-27.466220243467728,153.06534406480793,-27.526051989269,4555,30101100116,30402109019,30402109019,30101100116,30402108633,0,0,0,0,0.2814106217462385,0.617322439527908
54,54,7,female,other,153.08971907362485,-27.530383616364507,152.97874796119433,-27.381466990113363,8881,30102101330,30102101214,30102101214,30102101214,30102101330,30102101214,0,0,0,0.052655689390375994,0.10531137878075199
55,55,11,female,transport,153.1175101692263,-27.562385044843428,153.0741418901062,-27.370513432286128,2737,30303106015,30101100507,30101100507,30103102120,30301104913,30103101622,30303106015,30101100618,0,0.1464792056324195,0.5304213465142193
56,56,13,female,health,153.04852111408883,-27.448866473094984,153.22845334346988,-27.52926045031448,5206,30201102606,30302105224,30302105224,30305107301,30201102606,0,0,0,0,0.13363591933430846,0.37827063027863034
57,57,8,female,education,153.00569103870788,-27.527335281102246,152.9904032579947,-27.41639993824999,11572,30101100311,30302105605,30302105605,30101100311,30302105605,0,0,0,0,0.14305110943988078,0.28610221887976156
58,58,8,female,other,153.0311227614053,-27.52784135144693,153.00714534860643,-27.62982118680125,2981,30403109430,30503112104,30503112104,30503112501,30403109430,0,0,0,0,0.10307781583722887,0.13536487298568564
59,59,11,male,it,153.27109948215713,-27.46998728995387,153.00708709927912,-27.463816279269096,5294,30504113420,30504113210,30504113210,30504113420,30504113208,0,0,0,0,0.027720148067853917,0.057105716429689146
60,60,12,female,education,153.02576253233437,-27.5638870353774,153.27971587174434,-27.454764698303407,1323,30403109407,30504113715,30504113715,30403109407,30504113715,0,0,0,0,0.022563959817434042,0.045127919634868084
61,61,11,female,health,153.22562054535194,-27.55512041554337,153.20191358451933,-27.55225727007204,6302,30501111013,30202103221,30202103221,30501111013,30202103221,0,0,0,0,0.06721373767449002,0.13442747534898003
62,62,5,female,health,153.0222418095418,-27.491007359710565,153.2151532013636,-27.47289743630376,8610,30306107803,30306108038,30306108038,30306107803,30306108038,0,0,0,0,0.011545261048633286,0.023090522097266572
63,63,9,female,manufacturing,153.25882344368324,-27.55920995353423,153.01613362900014,-27.56137897398744,1602,30303106023,30504113731,30504113731,30504113420,30504113731,30504113731,30303106023,0,0,0.13967596345776093,0.18788424800357867
64,64,5,male,agriculture,153.19065049851488,-27.52262336033062,153.08297856730147,-27.524960883560045,4936,30501110531,30302105225,30302105225,30501110531,30302105225,0,0,0,0,0.05074969553941573,0.10149939107883146
65,65,11,male,construction,153.1125475854038,-27.51900781626537,153.06175295681865,-27.58735466792016,3678,30302105802,30203103708,30203103708,30203103701,30302105802,30203103708,30203103701,0,0,0.0836516545105516,0.24031213339091279
66,66,6,male,construction,153.01375751942638,-27.465428956527173,153.21384547071426,-27.48536271579389,6595,30203103701,30306107910,30306107910,30203103701,30306107910,0,0,0,0,0.1608812665915194,0.3217625331830388
67,67,7,female,other,153.02734085703267,-27.53882566914166,152.98692738108585,-27.527819447279995,11476,30101100442,30101100442,30101100442,30101100442,30101100442,0,0,0,0,0.0,0.0
68,68,9,male,publicAdmin,153.173504791303,-27.584606033628017,152.9464052070691,-27.460523067606424,5423,30304107016,30305107632,30305107632,30304107016,30305107632,30305107632,30305107632,0,0,0.03234930932981087,0.06469861865962175
69,69,13,male,education,153.0264270128033,-27.390768912396965,153.20930336519385,-27.409404449957552,5726,30101100134,30202102820,30202102820,30101100134,30202102822,0,0,0,0,0.23702700467468255,0.4681424206307798
70,70,9,male,other,153.02607252438253,-27.472791382104827,153.26514294510122,-27.45852885969215,6779,30501111204,30501111213,30501111213,30501111204,30501111213,0,0,0,0,0.009494769936238582,0.018989539872477163
71,71,8,female,transport,152.99728602199568,-27.495533354359846,153.05458621520185,-27.520047463365334,1047,30203104028,30303106516,30303106516,30203104028,0,0,0,0,0,0.1516667114246885,0.1516667114246885
72,72,8,female,retail,153.19545009494112,-27.400793217026663,152.97588610855314,-27.505464817504453,6915,30503112806,30403109719,30403109719,30503112806,30403109719,0,0,0,0,0.08381345725721605,0.1676269145144321
73,73,13,male,other,153.2115808940441,-27.39277880138399,153.20003722731644,-27.644021324398395,10788,30103102101,30203104003,30203104003,30203104003,30301104810,30503112904,30202103406,30103102101,0,0.11433226567006853,0.333954413102859
74,74,14,male,education,153.27109948215713,-27.56564475859824,152.9568284351133,-27.644021324398395,8132,30503112702,30302105509,30302105509,30503112702,30302105509,0,0,0,0,0.08342062773089702,0.16684125546179404
75,75,5,male,education,152.97797512744725,-27.390883128306857,153.03745973288193,-27.485330370670788,8986,30304107002,30304107002,30304107002,30304107002,30304107002,0,0,0,0,0.0,0.0
76,76,5,female,transport,153.1175101692263,-27.518236073870582,153.04055605869058,-27.51563648585305,12214,30101100103,30101100122,30101100122,30101100407,30101100120,30101100407,30101100120,30101100103,0,0.027059353993925686,0.11025380512863078
77,77,5,male,it,153.02607252438253,-27.567153299012453,153.060107457941,-27.56383452351149,3772,30102101314,30103101401,30103101401,30103101701,30103101401,30103101701,30102101314,0,0,0.23908774033046687,0.48975736676525683
78,78,12,female,construction,153.0292399944444,-27.35130584801511,153.21494010716907,-27.471429470360864,11803,30101100112,30102100703,30102100703,30101100112,30102100738,0,0,0,0,0.05078419097060831,0.09139033805298262
79,79,12,male,education,153.0459884667414,-27.52309094292756,153.02950727522668,-27.460655445855338,5753,30203103808,30102101247,30102101247,30102101247,30102101247,30203103808,30102101102,0,0,0.27270225312715923,0.5405163658321971
80,80,6,male,professional,153.02767552831835,-27.463798324349348,153.01128800482604,-27.428864337069648,7036,30201102227,30201102227,30201102227,30201102227,30201102227,0,0,0,0,0.0,0.0
81,81,8,male,retail,153.08369954915077,-27.44317867404824,152.95226550515284,-27.520105455848856,12450,30101100416,30102101302,30102101302,30101100416,30102101302,0,0,0,0,0.08231788946085022,0.16463577892170045
82,82,5,male,education,153.02713378053917,-27.532518491739985,153.07259879343164,-27.58604391556245,12042,30501110531,30101100408,30101100408,30501110531,30101100407,0,0,0,0,0.18755176783644584,0.3678252021435723
83,83,12,female,other,153.02899011871776,-27.386328206255214,153.2920546856862,-27.630172824331773,11179,30303106110,30101100425,30101100425,30102100739,30303106110,30102100739,0,0,0,0.12918064476340216,0.48860140156934845
84,84,12,female,manufacturing,153.10508355700497,-27.55062444228126,153.07970345008857,-27.512049379045628,5390,30202103007,30501111237,30501111237,30501111221,30501111221,30501111221,30501111217,30202103007,0,0.12427513817073553,0.13393992635387908
85,85,9,female,education,152.87886043744783,-27.499389851622148,152.97620136962271,-27.566373439094463,1175,30203104009,30501111103,30501111103,30203104009,30501111103,0,0,0,0,0.07060699423924545,0.1412139884784909
86,86,11,male,health,153.03222245969238,-27.49430101879869,153.21145345774363,-27.532196440561304,7547,30501110621,30503112905,30503112905,30503112905,30501110621,30501110612,30503112905,0,0,0.03119623487268585,0.06755993677545422
87,87,5,male,it,153.02312454838028,-27.47268771475196,153.22270000821158,-27.36579843349057,537,30102100916,30305107632,30305107632,30102100916,30306107824,30102100916,30305107632,30103102101,0,0.3248074508364281,1.313473144512213
88,88,9,female,health,153.17487296829358,-27.492968670022137,153.0648498959331,-27.508352962133824,6839,30203103802,30203103802,30203103802,30203103802,30203103802,30203103802,30203103802,0,0,0.0,0.0
89,89,5,female,arts,153.1907621664367,-27.55723777521443,153.2077631354357,-27.465154216741176,143,30305107632,30305107632,30305107632,30305107632,30305107632,30305107632,30305107632,0,0,0.0,0.0
90,90,12,female,education,153.01005911147408,-27.548331674933102,153.23695432273774,-27.3815997909988,7279,30101100420,30103101401,30103101401,30101100420,30103101401,0,0,0,0,0.1512722851397746,0.3025445702795492
91,91,8,male,construction,153.15158907790055,-27.494807057042884,153.05099405472723,-27.59283492569824,8379,30501110903,30302105408,30302105408,30501110903,0,0,0,0,0,0.03516120640502584,0.03516120640502584
92,92,8,female,retail,152.98476120472844,-27.527219937172376,153.0008514865644,-27.497155448946643,4191,30102101206,30301105127,30301105127,30102101206,30301105127,30102100812,0,0,0,0.16584837996372295,0.4767429267496802
93,93,9,male,retail,153.17328734038344,-27.49182788034496,153.06362376865445,-27.45033544781302,8552,30501110513,30501111105,30501111105,30501110513,30501111105,0,0,0,0,0.01241410604446096,0.02482821208892192
94,94,9,male,arts,153.03570341121937,-27.628789606127288,153.02311299243286,-27.48684847706545,10581,30203103708,30501110531,30501110531,30203103708,30501110531,30501110531,0,0,0,0.07399159662886057,0.14798319325772114
95,95,8,male,education,153.25438835143535,-27.618547218212296,153.06449458817488,-27.51600695904964,5174,30103102007,30101100437,30101100437,30103102007,30101100437,0,0,0,0,0.08035797524259862,0.16071595048519724
96,96,5,female,other,153.19545009494112,-27.398105536563552,153.28231598602858,-27.54697894445041,8894,30302105406,30503112702,30503112702,30302105406,30404109801,0,0,0,0,0.07283742857178269,0.16409633810444102
97,97,7,male,retail,153.03819394185388,-27.52726872856261,153.0253492887431,-27.58604391556245,12235,30103101624,30203104025,30203104025,30203104025,30203104025,30203104025,30103101624,0,0,0.11393787594770534,0.11393787594770534
98,98,10,male,publicAdmin,153.02176655907772,-27.55239085712512,152.96283571728037,-27.475605965189747,8146,30101100120,30503112613,30503112613,30504113528,30101100311,30101100120,30503112620,30503112609,0,0.2060166996646305,0.4785471342218326
99,99,11,male,utilities,153.0133569270085,-27.52250183012193,153.27607143256512,-27.534224948013858,10843,30103102031,30103102110,30103102110,30103102120,30103102031,30103102101,30103101606,0,0,0.024776043267867393,0.05179459211266003
100,100,7,female,professional,153.08302414599285,-27.489721913303853,153.21288691448785,-27.627226858278323,4657,30303106513,30303106516,30303106516,30303106513,30303106516,30303106516,0,0,0,0.01233901645429574,0.02467803290859148
101,101,12,male,utilities,153.0975770226666,-27.5164697914384,153.00629597704892,-27.56383452351149,10133,30501110928,30501111032,30501111032,30501111115,30501111032,30501111236,30501111217,30501110928,30501111032,0.023943009403798968,0.11107044559106581
102,102,5,female,health,153.06570693529963,-27.489405068507885,153.03386260332445,-27.51437997465546,7281,30101100122,30304107015,30304107015,30101100122,30304107015,0,0,0,0,0.17854186811480394,0.3570837362296079
103,103,5,male,arts,153.02312454838028,-27.515597852399203,153.20419883428264,-27.46396290973612,6968,30203103603,30303106332,30303106332,30203103603,30303106332,0,0,0,0,0.15058585315706416,0.3011717063141283
104,104,10,male,education,153.01631080594956,-27.582335424432635,152.98172049816966,-27.33430292274962,4733,30501110536,30203103603,30203103603,30501110536,0,0,0,0,0,0.12046974806027476,0.12046974806027476
105,105,8,female,financial,153.04701247201024,-27.490354305953808,153.04048548008302,-27.60258676534434,9931,30201102227,30302105802,30302105802,30201102227,30302105802,0,0,0,0,0.16557895866053074,0.3311579173210615
106,106,8,female,retail,153.19545009494112,-27.546789964398663,153.0230075256305,-27.5110803660014,9032,30103101701,30102100926,30102100926,30103101701,30103101701,0,0,0,0,0.25799017963495485,0.25799017963495485
107,107,10,male,mining,153.0222418095418,-27.390521573068263,153.01111875162607,-27.45852885969215,3318,30301104803,30501110624,30501110624,30301104803,0,0,0,0,0,0.04772745054052602,0.04772745054052602
108,108,10,male,construction,152.9898820971232,-27.45290642940462,153.28146904831692,-27.39155510171163,12174,30504113727,30203104003,30203104003,30504113609,30202102736,30504113727,0,0,0,0.10802505431679098,0.2925935510204695
109,109,10,male,it,153.0025836412217,-27.52610511484864,153.02750260969964,-27.529569462475468,4800,30304106712,30303106221,30303106221,30304106712,30303106221,0,0,0,0,0.07726254859716745,0.1545250971943349
110,110,12,female,transport,153.1125475854038,-27.490000984362933,153.03469981573593,-27.545637074608955,10082,30501110531,30501110703,30501110703,30501110531,30501110703,0,0,0,0,0.017889824783674204,0.03577964956734841
111,111,12,female,professional,153.06366664163644,-27.515119025303964,153.12042946328637,-27.466777444119963,11817,30304106712,30501110530,30501110530,30501110530,30501110530,30501110530,30501110530,30304106712,30504113602,0.09373771048265368,0.2138732526932267
112,112,8,female,it,153.0540985528827,-27.39154109999457,153.0445120857303,-27.43719775160268,545,30302105704,30303106324,30303106324,30302105704,30303106324,0,0,0,0,0.029660455579025767,0.059320911158051534
113,113,10,male,retail,152.942161631218,-27.460096609494645,153.2086337623323,-27.446265712098832,15,30501110612,30303106221,30303106221,30501110536,30303106221,30303106221,30302105406,30303106221,30501110612,0.09913506138512053,0.44826846596072906
114,114,7,female,realEstate,153.1250140135016,-27.52550259032733,153.0421627430636,-27.58024214297796,281,30202103415,30203104027,30203104027,30203103808,30202103405,30202103415,30202103415,0,0,0.024658888508461506,0.054211823779592
115,115,9,female,agriculture,153.26343339118537,-27.486422320540157,153.2238882635582,-27.52926045031448,7598,30403109306,30403109518,30403109518,30403109306,30403109306,30403109518,0,0,0,0.016267099817307645,0.03253419963461529
116,116,11,male,education,152.998167526155,-27.519224607495516,153.0339795242303,-27.44679044232948,8761,30401108114,30305107632,30305107632,30401108114,30305107632,0,0,0,0,0.05677823924760633,0.11355647849521266
117,117,6,male,retail,153.0038215044725,-27.49420819763372,153.07081017886003,-27.48667895752592,12517,30303106511,30501111204,30501111204,30303106511,30501111204,0,0,0,0,0.11246126003573192,0.22492252007146385
118,118,6,female,professional,152.9805057065949,-27.44297326624938,153.2681261626753,-27.627226858278323,7743,30501111030,30302105903,30302105903,30501111030,0,0,0,0,0,0.05536721154798027,0.05536721154798027
119,119,5,female,publicAdmin,153.0222418095418,-27.469020144136756,153.2708668843512,-27.532196440561304,9800,30101100606,30101100336,30101100336,30101100336,30101100305,30101100606,0,0,0,0.01632229665109161,0.0333024937015839
120,120,12,male,construction,153.10736552534337,-27.491629172290704,153.2595989228975,-27.540688519065053,3148,30101100614,30203103603,30203103603,30101100614,0,0,0,0,0,0.16016455654599002,0.16016455654599002
121,121,7,male,professional,153.02930355928655,-27.4955097947568,153.04811068674516,-27.546024425361804,2132,30103101823,30101100412,30101100412,30101100412,30101100407,30101100412,30103101823,30102101221,0,0.11374500668017204,0.3478959164366965
122,122,9,female,construction,153.0222418095418,-27.552738906278247,153.276188592461,-27.520047463365334,8472,30503112843,30501110513,30501110513,30503112843,30501110513,0,0,0,0,0.032785833028040064,0.06557166605608013
123,123,11,male,retail,153.13483990572826,-27.56625157215912,153.0404874227448,-27.545338260661453,333,30503113107,30501110519,30501110519,30501110536,30503113107,30501110519,0,0,0,0.044804572202099206,0.09640542015715578
124,124,5,male,transport,153.19545009494112,-27.457575244117084,153.02549460370463,-27.52360297320544,5049,30504113414,30305107210,30305107210,30302105612,30306108007,30504113414,0,0,0,0.16502272791156478,0.36937544981841774
125,125,8,female,construction,153.04059643515822,-27.551147281723768,153.2215138695045,-27.537402961885903,6045,30101100625,30101100625,30101100625,30101100625,30101100625,30101100625,30101100625,0,0,0.0,0.0
126,126,10,female,education,153.0240070580084,-27.473726352755623,153.01755475816478,-27.521868460671328,10406,30303106207,30503112619,30503112619,30303106207,30503112619,0,0,0,0,0.10930981706072364,0.21861963412144728
127,127,9,male,health,152.9339387619862,-27.43979068392657,153.04160754564307,-27.452366453168857,4538,30402109001,30501110519,30501110519,30503112809,30501110536,30501110536,30501111237,30402109001,0,0.09374856534495139,0.13323940410455593
128,128,7,female,other,152.98144191937905,-27.378711858492625,153.0405383261247,-27.482815595392925,7137,30101100618,30103101601,30103101601,30103101823,30101100618,30101100618,30101100112,30101100617,30103101605,0.10310758967041171,0.2993597486631263
129,129,8,male,it,152.8608865242974,-27.46939248078928,153.01904678162586,-27.57347945143489,9551,30202102728,30304106812,30304106812,30202102728,0,0,0,0,0,0.16155133157873364,0.16155133157873364
130,130,5,male,publicAdmin,153.0222418095418,-27.529120834447845,152.98441141257314,-27.47144548001661,12539,30103101701,30202103310,30202103310,30503112613,30103101701,0,0,0,0,0.11063199495759486,0.14022307341565302
131,131,10,male,other,153.30263846998275,-27.492806619258413,153.28336440529372,-27.60071346802136,5418,30401108114,30302105803,30302105803,30504113717,30302105803,30401108114,0,0,0,0.10553785901209548,0.20623941881437577
132,132,11,female,publicAdmin,152.9831709141175,-27.38992130680106,153.0027750610627,-27.54765946201751,4211,30102100713,30303106023,30303106023,30101100616,30102100713,0,0,0,0,0.1625694129433128,0.1862638256853722
133,133,7,male,education,153.04477345359862,-27.54972012099923,153.10562182202216,-27.490147288321104,3388,30503112010,30502111408,30502111408,30301104804,30503112010,0,0,0,0,0.06989056648173525,0.11930800592094602
134,134,13,male,health,153.250313541782,-27.40225151075372,153.00844965325314,-27.46792374003924,7517,30102100806,30302105712,30302105712,30501110531,30103101607,30204104501,30102100806,30503112616,0,0.19762464191522724,0.9286518614904112
135,135,12,male,transport,152.9488230609732,-27.38578769173129,152.96763644937835,-27.43719775160268,8536,30101100416,30102101302,30102101302,30101100416,30102101302,0,0,0,0,0.08231788946085022,0.16463577892170045
136,136,5,male,health,153.02607252438253,-27.5342429167914,153.0586110504479,-27.529427576568644,8160,30501110531,30501110534,30501110534,30501110531,30501110534,0,0,0,0,0.007646360390420796,0.015292720780841592
